scenario,simulation_id,#simulation,gt_type,n_manufacturers,periods,disruption_prob,disruption_magnitude,traje,peak_shortage,avg_shortage,shortage_periods,resolution_time,total_profit,buyer_cost,fda_interventions,predicted_resolution_period,confidence_level,method,trajectory_period,trajectory_total_demand,trajectory_total_supply,trajectory_shortage_amount,trajectory_unsold,trajectory_shortage_percentage,trajectory_disrupted_manufacturers,trajectory_fda_announcement,shortage_flag
gt_id_9,8db58a60,0,2,4,4,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.85, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 19.05, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation, advises caution on stockpiling.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to increase production capacity.'}, {'period': 2, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes improvement in supply, advises against further stockpiling.'}, {'period': 3, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}]",0.2273,0.11635,3,2,3.75,4.75,4,3,medium,zero_shot_trajectory,0,1.05,0.85,0.2,0,19.05,[],"FDA monitoring situation, advises caution on stockpiling.",TRUE
gt_id_9,8db58a60,0,2,4,4,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.85, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 19.05, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation, advises caution on stockpiling.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to increase production capacity.'}, {'period': 2, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes improvement in supply, advises against further stockpiling.'}, {'period': 3, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}]",0.2273,0.11635,3,2,3.75,4.75,4,3,medium,zero_shot_trajectory,1,1.1,0.85,0.25,0,22.73,[],FDA encourages manufacturers to increase production capacity.,TRUE
gt_id_9,8db58a60,0,2,4,4,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.85, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 19.05, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation, advises caution on stockpiling.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to increase production capacity.'}, {'period': 2, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes improvement in supply, advises against further stockpiling.'}, {'period': 3, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}]",0.2273,0.11635,3,2,3.75,4.75,4,3,medium,zero_shot_trajectory,2,1.05,1,0.05,0,4.76,[],"FDA notes improvement in supply, advises against further stockpiling.",TRUE
gt_id_9,8db58a60,0,2,4,4,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.85, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 19.05, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation, advises caution on stockpiling.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to increase production capacity.'}, {'period': 2, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes improvement in supply, advises against further stockpiling.'}, {'period': 3, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}]",0.2273,0.11635,3,2,3.75,4.75,4,3,medium,zero_shot_trajectory,3,1,1.05,0,0.05,0,[],FDA declares shortage resolved.,FALSE
gt_id_14,093ce531,0,2,6,5,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.9, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 14.29, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring the situation, advises against panic buying.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.9, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 18.18, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to consider capacity investments.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.9, 'shortage_amount': 0.18, 'unsold': 0.0, 'shortage_percentage': 16.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential regulatory support for capacity expansion.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 0.98, 'shortage_amount': 0.07, 'unsold': 0.0, 'shortage_percentage': 6.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms no new disruptions, encourages continued investment.'}, {'period': 4, 'total_demand': 1.02, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.03, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved, thanks manufacturers for cooperation.'}]",0.1818,0.11162,4,4,4.73,5.96,5,4,medium,zero_shot_trajectory,0,1.05,0.9,0.15,0,14.29,[],"FDA monitoring the situation, advises against panic buying.",TRUE
gt_id_14,093ce531,0,2,6,5,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.9, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 14.29, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring the situation, advises against panic buying.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.9, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 18.18, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to consider capacity investments.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.9, 'shortage_amount': 0.18, 'unsold': 0.0, 'shortage_percentage': 16.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential regulatory support for capacity expansion.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 0.98, 'shortage_amount': 0.07, 'unsold': 0.0, 'shortage_percentage': 6.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms no new disruptions, encourages continued investment.'}, {'period': 4, 'total_demand': 1.02, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.03, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved, thanks manufacturers for cooperation.'}]",0.1818,0.11162,4,4,4.73,5.96,5,4,medium,zero_shot_trajectory,1,1.1,0.9,0.2,0,18.18,[],FDA encourages manufacturers to consider capacity investments.,TRUE
gt_id_14,093ce531,0,2,6,5,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.9, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 14.29, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring the situation, advises against panic buying.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.9, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 18.18, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to consider capacity investments.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.9, 'shortage_amount': 0.18, 'unsold': 0.0, 'shortage_percentage': 16.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential regulatory support for capacity expansion.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 0.98, 'shortage_amount': 0.07, 'unsold': 0.0, 'shortage_percentage': 6.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms no new disruptions, encourages continued investment.'}, {'period': 4, 'total_demand': 1.02, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.03, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved, thanks manufacturers for cooperation.'}]",0.1818,0.11162,4,4,4.73,5.96,5,4,medium,zero_shot_trajectory,2,1.08,0.9,0.18,0,16.67,[],FDA announces potential regulatory support for capacity expansion.,TRUE
gt_id_14,093ce531,0,2,6,5,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.9, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 14.29, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring the situation, advises against panic buying.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.9, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 18.18, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to consider capacity investments.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.9, 'shortage_amount': 0.18, 'unsold': 0.0, 'shortage_percentage': 16.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential regulatory support for capacity expansion.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 0.98, 'shortage_amount': 0.07, 'unsold': 0.0, 'shortage_percentage': 6.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms no new disruptions, encourages continued investment.'}, {'period': 4, 'total_demand': 1.02, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.03, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved, thanks manufacturers for cooperation.'}]",0.1818,0.11162,4,4,4.73,5.96,5,4,medium,zero_shot_trajectory,3,1.05,0.98,0.07,0,6.67,[],"FDA confirms no new disruptions, encourages continued investment.",TRUE
gt_id_14,093ce531,0,2,6,5,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.9, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 14.29, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring the situation, advises against panic buying.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.9, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 18.18, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to consider capacity investments.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.9, 'shortage_amount': 0.18, 'unsold': 0.0, 'shortage_percentage': 16.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential regulatory support for capacity expansion.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 0.98, 'shortage_amount': 0.07, 'unsold': 0.0, 'shortage_percentage': 6.67, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms no new disruptions, encourages continued investment.'}, {'period': 4, 'total_demand': 1.02, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.03, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved, thanks manufacturers for cooperation.'}]",0.1818,0.11162,4,4,4.73,5.96,5,4,medium,zero_shot_trajectory,4,1.02,1.05,0,0.03,0,[],"FDA declares shortage resolved, thanks manufacturers for cooperation.",FALSE
gt_id_20,2ad14914,0,2,7,5,0.05,0.5,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.93, 'shortage_amount': 0.12, 'unsold': 0.0, 'shortage_percentage': 11.43, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation; no immediate action.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.93, 'shortage_amount': 0.17, 'unsold': 0.0, 'shortage_percentage': 15.45, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to increase production.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.93, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 13.89, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential expedited approvals for capacity expansions.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.03, 'shortage_amount': 0.02, 'unsold': 0.0, 'shortage_percentage': 1.9, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms expedited approval for new capacities.'}, {'period': 4, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}]",0.1545,0.08534,4,3,4.87,5.786,5,4,high,zero_shot_trajectory,0,1.05,0.93,0.12,0,11.43,[],FDA monitoring situation; no immediate action.,TRUE
gt_id_20,2ad14914,0,2,7,5,0.05,0.5,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.93, 'shortage_amount': 0.12, 'unsold': 0.0, 'shortage_percentage': 11.43, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation; no immediate action.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.93, 'shortage_amount': 0.17, 'unsold': 0.0, 'shortage_percentage': 15.45, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to increase production.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.93, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 13.89, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential expedited approvals for capacity expansions.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.03, 'shortage_amount': 0.02, 'unsold': 0.0, 'shortage_percentage': 1.9, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms expedited approval for new capacities.'}, {'period': 4, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}]",0.1545,0.08534,4,3,4.87,5.786,5,4,high,zero_shot_trajectory,1,1.1,0.93,0.17,0,15.45,[],FDA encourages manufacturers to increase production.,TRUE
gt_id_20,2ad14914,0,2,7,5,0.05,0.5,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.93, 'shortage_amount': 0.12, 'unsold': 0.0, 'shortage_percentage': 11.43, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation; no immediate action.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.93, 'shortage_amount': 0.17, 'unsold': 0.0, 'shortage_percentage': 15.45, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to increase production.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.93, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 13.89, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential expedited approvals for capacity expansions.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.03, 'shortage_amount': 0.02, 'unsold': 0.0, 'shortage_percentage': 1.9, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms expedited approval for new capacities.'}, {'period': 4, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}]",0.1545,0.08534,4,3,4.87,5.786,5,4,high,zero_shot_trajectory,2,1.08,0.93,0.15,0,13.89,[],FDA announces potential expedited approvals for capacity expansions.,TRUE
gt_id_20,2ad14914,0,2,7,5,0.05,0.5,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.93, 'shortage_amount': 0.12, 'unsold': 0.0, 'shortage_percentage': 11.43, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation; no immediate action.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.93, 'shortage_amount': 0.17, 'unsold': 0.0, 'shortage_percentage': 15.45, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to increase production.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.93, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 13.89, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential expedited approvals for capacity expansions.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.03, 'shortage_amount': 0.02, 'unsold': 0.0, 'shortage_percentage': 1.9, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms expedited approval for new capacities.'}, {'period': 4, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}]",0.1545,0.08534,4,3,4.87,5.786,5,4,high,zero_shot_trajectory,3,1.05,1.03,0.02,0,1.9,[],FDA confirms expedited approval for new capacities.,FALSE
gt_id_20,2ad14914,0,2,7,5,0.05,0.5,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.93, 'shortage_amount': 0.12, 'unsold': 0.0, 'shortage_percentage': 11.43, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation; no immediate action.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.93, 'shortage_amount': 0.17, 'unsold': 0.0, 'shortage_percentage': 15.45, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to increase production.'}, {'period': 2, 'total_demand': 1.08, 'total_supply': 0.93, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 13.89, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential expedited approvals for capacity expansions.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.03, 'shortage_amount': 0.02, 'unsold': 0.0, 'shortage_percentage': 1.9, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms expedited approval for new capacities.'}, {'period': 4, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares shortage resolved.'}]",0.1545,0.08534,4,3,4.87,5.786,5,4,high,zero_shot_trajectory,4,1,1.05,0,0.05,0,[],FDA declares shortage resolved.,FALSE
gt_id_48,e531bb7d,0,2,2,4,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.7, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA advises monitoring the situation closely.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.7, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 36.36, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to consider capacity expansion.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports potential capacity expansions in the pipeline.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms supply levels returning to normal.'}]",0.3636,0.24295,4,3,3.25,5.455,4,3,medium,zero_shot_trajectory,0,1.05,0.7,0.35,0,33.33,[],FDA advises monitoring the situation closely.,TRUE
gt_id_48,e531bb7d,0,2,2,4,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.7, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA advises monitoring the situation closely.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.7, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 36.36, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to consider capacity expansion.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports potential capacity expansions in the pipeline.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms supply levels returning to normal.'}]",0.3636,0.24295,4,3,3.25,5.455,4,3,medium,zero_shot_trajectory,1,1.1,0.7,0.4,0,36.36,[],FDA encourages manufacturers to consider capacity expansion.,TRUE
gt_id_48,e531bb7d,0,2,2,4,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.7, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA advises monitoring the situation closely.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.7, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 36.36, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to consider capacity expansion.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports potential capacity expansions in the pipeline.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms supply levels returning to normal.'}]",0.3636,0.24295,4,3,3.25,5.455,4,3,medium,zero_shot_trajectory,2,1.1,0.85,0.25,0,22.73,[],FDA reports potential capacity expansions in the pipeline.,TRUE
gt_id_48,e531bb7d,0,2,2,4,0.05,0.6,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 0.7, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA advises monitoring the situation closely.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.7, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 36.36, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA encourages manufacturers to consider capacity expansion.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports potential capacity expansions in the pipeline.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms supply levels returning to normal.'}]",0.3636,0.24295,4,3,3.25,5.455,4,3,medium,zero_shot_trajectory,3,1.05,1,0.05,0,4.76,[],FDA confirms supply levels returning to normal.,TRUE
gt_id_54,16699a13,0,2,2,7,0.05,0.6,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 0.7, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 30.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Initial shortage observed. Monitoring closely.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.7, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 36.36, 'disrupted_manufacturers': [], 'fda_announcement': 'Encouraging manufacturers to increase production.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.7, 'shortage_amount': 0.45, 'unsold': 0.0, 'shortage_percentage': 39.13, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA may expedite approvals for capacity expansion.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'First signs of supply increase observed.'}, {'period': 4, 'total_demand': 1.05, 'total_supply': 0.95, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.52, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply improving, shortage reducing.'}, {'period': 5, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Shortage resolved. Monitoring for stability.'}, {'period': 6, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market stable. No further interventions planned.'}]",0.3913,0.196771429,5,5,5.9,9.05,7,5,medium,zero_shot_trajectory,0,1,0.7,0.3,0,30,[],Initial shortage observed. Monitoring closely.,TRUE
gt_id_54,16699a13,0,2,2,7,0.05,0.6,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 0.7, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 30.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Initial shortage observed. Monitoring closely.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.7, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 36.36, 'disrupted_manufacturers': [], 'fda_announcement': 'Encouraging manufacturers to increase production.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.7, 'shortage_amount': 0.45, 'unsold': 0.0, 'shortage_percentage': 39.13, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA may expedite approvals for capacity expansion.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 0.85, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 22.73, 'disrupted_manufacturers': [], 'fda_announcement': 'First signs of supply increase observed.'}, {'period': 4, 'total_demand': 1.05, 'total_supply': 0.95, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.52, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply improving, shortage reducing.'}, {'period': 5, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Shortage resolved. Monitoring for stability.'}, {'period': 6, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market stable. No further interventions planned.'}]",0.3913,0.196771429,5,5,5.9,9.05,7,5,medium,zero_shot_trajectory,1,1.1,0.7,0.4,0,36.36,[],Encouraging manufacturers to increase production.,TRUE
