scenario,simulation_id,#simulation,gt_type,n_manufacturers,periods,disruption_prob,disruption_magnitude,trajectory,peak_shortage,avg_shortage,shortage_periods,resolution_time,total_profit,buyer_cost,fda_interventions,predicted_resolution_period,confidence_level,method
gt_id_32,02e31919,0,1.0,4,6,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA announces potential supply issues due to a disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA encourages manufacturers to increase production capacity.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports recovery of disrupted manufacturer.'}, {'period': 4, 'total_demand': 1.02, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.08, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms supply stabilization.'}, {'period': 5, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares end of shortage.'}]",0.2727,0.09306666666666667,3,0,5.800000000000001,6.880000000000001,5,4,medium,zero_shot_trajectory
gt_id_33,d1339b63,0,1.0,2,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring situation, no actions yet.'}, {'period': 1, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA advises manufacturers to increase production capacity.'}, {'period': 2, 'total_demand': 1.2, 'total_supply': 0.8, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA fast-tracks approval for capacity expansions.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply stabilizing, manufacturers expected to meet demand soon.'}]",0.3333,0.20485,4,,3.6,5.595,4,4,medium,zero_shot_trajectory
gt_id_34,13ad3cfd,0,1.0,2,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitors potential shortage, advises caution.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA confirms disruption at Manufacturer 0, encourages investment.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA reports ongoing shortage, urges faster recovery.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes recovery progress, expects normalization soon.'}]",0.3043,0.178875,4,0,3.6,5.28,4,4,medium,zero_shot_trajectory
gt_id_35,4cc3a27f,0,1.0,3,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA urges manufacturers to increase production capacity.'}, {'period': 1, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [1], 'fda_announcement': 'FDA announces expedited review for capacity expansion plans.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.9, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 18.18, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports on recovery progress and expected normalization.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares the shortage resolved.'}]",0.3043,0.14425000000000002,3,3,3.8000000000000003,5.115,4,3,medium,zero_shot_trajectory
gt_id_39,ec7ade62,0,1.0,3,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring potential supply issues, advises caution.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [1], 'fda_announcement': 'FDA confirms disruption at one manufacturer, encourages capacity investments.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [1], 'fda_announcement': 'FDA urges rapid response to mitigate shortage impact.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports recovery of disrupted manufacturer, supply normalizing.'}]",0.3043,0.16805,4,0,3.6,5.175,4,3,medium,zero_shot_trajectory
gt_id_40,7693428e,0,1.0,5,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA urges manufacturers to monitor supply closely.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA announces monitoring of disrupted supply chain.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA encourages capacity investments to mitigate shortages.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes recovery in supply chain; advises cautious optimism.'}]",0.3043,0.178875,4,0,3.6,5.28,4,4,medium,zero_shot_trajectory
gt_id_41,7869953c,0,1.0,3,8,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'No current disruptions. Monitor for potential supply issues.'}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [0], 'fda_announcement': 'Manufacturer 0 reports a 20% capacity disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': ""Continued monitoring of Manufacturer 0's disruption.""}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'Manufacturer 0 recovers; supply expected to stabilize.'}, {'period': 4, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply levels improving; continue monitoring.'}, {'period': 5, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply exceeds demand; shortage resolved.'}, {'period': 6, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market conditions stable; no shortages.'}, {'period': 7, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Continued stability in supply and demand.'}]",0.2727,0.08116249999999998,4,0,7.75,9.07,8,5,medium,zero_shot_trajectory
gt_id_42,2d31a8da,0,1.0,2,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'No disruptions reported. Market stable.'}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [0], 'fda_announcement': 'Manufacturer 0 reports a 20% capacity disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA encourages manufacturers to invest in capacity expansion.'}, {'period': 3, 'total_demand': 1.08, 'total_supply': 1.0, 'shortage_amount': 0.08, 'unsold': 0.0, 'shortage_percentage': 7.41, 'disrupted_manufacturers': [], 'fda_announcement': 'Manufacturer 0 has recovered. Supply expected to stabilize.'}]",0.2727,0.146225,3,0,3.6,4.923,4,3,medium,zero_shot_trajectory
gt_id_43,1d1c0cef,0,1.0,5,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'No current disruptions reported. Monitoring ongoing.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [2], 'fda_announcement': 'One manufacturer reports a 20% capacity disruption. Encouraging capacity investments.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [2], 'fda_announcement': 'Monitoring ongoing disruptions. Urging manufacturers to expedite capacity expansions.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'Disruption resolved. Supply normalizing as investments come online.'}]",0.3043,0.178875,4,0,3.6,5.28,4,3,medium,zero_shot_trajectory
gt_id_44,154e62dd,0,1.0,5,8,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA announces potential supply issues due to a manufacturer disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA urges manufacturers to increase production capacity.'}, {'period': 3, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA reports ongoing shortage, advises healthcare providers to manage inventories carefully.'}, {'period': 4, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA notes recovery in supply as investments start to pay off.'}, {'period': 5, 'total_demand': 1.05, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms supply has stabilized.'}, {'period': 6, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 7, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}]",0.3043,0.11324999999999999,4,0,7.7,9.549999999999999,5,5,medium,zero_shot_trajectory
gt_id_45,45eae928,0,1.0,3,9,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [1], 'fda_announcement': 'FDA announces potential supply issues due to a disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [1], 'fda_announcement': 'FDA urges manufacturers to increase production capacity.'}, {'period': 3, 'total_demand': 1.15, 'total_supply': 1.0, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 13.04, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports recovery of disrupted manufacturer.'}, {'period': 4, 'total_demand': 1.1, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms stabilization of supply.'}, {'period': 5, 'total_demand': 1.05, 'total_supply': 1.15, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 6, 'total_demand': 1.0, 'total_supply': 1.15, 'shortage_amount': 0.0, 'unsold': 0.15, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 7, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 8, 'total_demand': 1.0, 'total_supply': 1.05, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}]",0.2727,0.07124444444444446,3,0,9.075,10.219999999999999,4,4,medium,zero_shot_trajectory
gt_id_46,fad02683,0,1.0,2,5,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'No disruptions reported. Market stable.'}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [0], 'fda_announcement': 'Manufacturer 0 reports a 20% capacity disruption.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'Continued disruption at Manufacturer 0. Monitoring situation.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'Manufacturer 0 recovers. Supply expected to stabilize.'}, {'period': 4, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market fully stabilized. No further disruptions expected.'}]",0.2727,0.11167999999999999,3,0,4.6,5.86,5,4,medium,zero_shot_trajectory
gt_id_49,da4b05c6,0,1.0,2,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'No disruptions reported. Monitor for potential shortages.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'Manufacturer 0 reports a 20% capacity disruption. Buyers advised to manage inventories carefully.'}, {'period': 2, 'total_demand': 1.0, 'total_supply': 0.8, 'shortage_amount': 0.2, 'unsold': 0.0, 'shortage_percentage': 20.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Manufacturer 0 expected to recover next period. Monitor supply levels.'}, {'period': 3, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply levels have normalized. No further disruptions reported.'}]",0.2727,0.130075,3,0,3.6,4.755000000000001,4,3,medium,zero_shot_trajectory
gt_id_51,fb2474bb,0,1.0,2,9,0.05,0.2,"[{'period': 0, 'total_demand': 1.0, 'total_supply': 1.0, 'shortage_amount': 0.0, 'unsold': 0.0, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 1, 'total_demand': 1.05, 'total_supply': 0.8, 'shortage_amount': 0.25, 'unsold': 0.0, 'shortage_percentage': 23.81, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA announces potential shortages due to disruptions.'}, {'period': 2, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': ''}, {'period': 3, 'total_demand': 1.15, 'total_supply': 1.0, 'shortage_amount': 0.15, 'unsold': 0.0, 'shortage_percentage': 13.04, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reassures recovery efforts underway.'}, {'period': 4, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 5, 'total_demand': 1.05, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms supply stabilization.'}, {'period': 6, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 7, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 8, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}]",0.2727,0.08134444444444444,4,0,9.0,10.33,3,5,medium,zero_shot_trajectory
gt_id_52,067160a4,0,1.0,5,10,0.05,0.2,"[{'period': 0, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'Monitoring situation, no immediate action required.'}, {'period': 1, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA advises manufacturers to increase production capacity.'}, {'period': 2, 'total_demand': 1.2, 'total_supply': 0.8, 'shortage_amount': 0.4, 'unsold': 0.0, 'shortage_percentage': 33.33, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA encourages expedited capacity investments.'}, {'period': 3, 'total_demand': 1.18, 'total_supply': 1.0, 'shortage_amount': 0.18, 'unsold': 0.0, 'shortage_percentage': 15.25, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA announces potential importation of foreign supply.'}, {'period': 4, 'total_demand': 1.15, 'total_supply': 1.1, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.35, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms importation plans to stabilize market.'}, {'period': 5, 'total_demand': 1.1, 'total_supply': 1.2, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Market stabilization achieved, monitoring continues.'}, {'period': 6, 'total_demand': 1.05, 'total_supply': 1.2, 'shortage_amount': 0.0, 'unsold': 0.15, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reduces intervention as market stabilizes.'}, {'period': 7, 'total_demand': 1.0, 'total_supply': 1.2, 'shortage_amount': 0.0, 'unsold': 0.2, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 8, 'total_demand': 1.0, 'total_supply': 1.2, 'shortage_amount': 0.0, 'unsold': 0.2, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}, {'period': 9, 'total_demand': 1.0, 'total_supply': 1.2, 'shortage_amount': 0.0, 'unsold': 0.2, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': ''}]",0.3333,0.09245,5,4,10.35,12.118,7,5,medium,zero_shot_trajectory
gt_id_53,3a51876b,0,1.0,2,6,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring potential supply disruptions.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA advises manufacturers to consider capacity expansion.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'FDA announces expedited review for capacity expansions.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports recovery in supply chain stability.'}, {'period': 4, 'total_demand': 1.05, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA confirms adequate supply levels.'}, {'period': 5, 'total_demand': 1.0, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.1, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA declares end of shortage crisis.'}]",0.3043,0.11925,4,0,5.800000000000001,7.33,6,4,medium,zero_shot_trajectory
gt_id_56,90609907,0,1.0,8,4,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA monitoring potential disruptions, advises caution.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA confirms disruption at one manufacturer, urges increased production.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [2], 'fda_announcement': 'FDA encourages manufacturers to expedite capacity expansion.'}, {'period': 3, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'FDA reports recovery of disrupted manufacturer, supply stabilizing.'}]",0.3043,0.16805,4,0,3.6,5.175,4,3,medium,zero_shot_trajectory
gt_id_57,9fda8d22,0,1.0,2,5,0.05,0.2,"[{'period': 0, 'total_demand': 1.05, 'total_supply': 1.0, 'shortage_amount': 0.05, 'unsold': 0.0, 'shortage_percentage': 4.76, 'disrupted_manufacturers': [], 'fda_announcement': 'No current disruptions. Monitoring market closely.'}, {'period': 1, 'total_demand': 1.1, 'total_supply': 0.8, 'shortage_amount': 0.3, 'unsold': 0.0, 'shortage_percentage': 27.27, 'disrupted_manufacturers': [0], 'fda_announcement': 'Manufacturer 0 experiencing temporary disruption. Encouraging capacity investments.'}, {'period': 2, 'total_demand': 1.15, 'total_supply': 0.8, 'shortage_amount': 0.35, 'unsold': 0.0, 'shortage_percentage': 30.43, 'disrupted_manufacturers': [0], 'fda_announcement': 'Monitoring recovery efforts. Encouraging strategic investments.'}, {'period': 3, 'total_demand': 1.1, 'total_supply': 1.0, 'shortage_amount': 0.1, 'unsold': 0.0, 'shortage_percentage': 9.09, 'disrupted_manufacturers': [], 'fda_announcement': 'Manufacturer 0 recovered. Supply stabilizing.'}, {'period': 4, 'total_demand': 1.05, 'total_supply': 1.1, 'shortage_amount': 0.0, 'unsold': 0.05, 'shortage_percentage': 0.0, 'disrupted_manufacturers': [], 'fda_announcement': 'Supply exceeds demand. Market stabilized.'}]",0.3043,0.14309999999999998,4,0,4.7,6.33,5,4,medium,zero_shot_trajectory
